REGIONE,Candidato,PREFERENZE
MOLISE,ANTIMINA DI MATTEO,47
MOLISE,VALERIA DI NINO,449
MOLISE,NICOLA DI PALMA,6
MOLISE,PAOLA DI SALVATORE,98
MOLISE,MARCO DI SALVO,422
MOLISE,PIERFRANCESCO DI SALVO,194
MOLISE,SIMONE DI STEFANO,160
MOLISE,ROBERTA DIANA,2
MOLISE,FRANCA ROSARIA ESPOSITO,26
MOLISE,LUIGI ESPOSITO,20
MOLISE,GIOVANNI FABBRIS,46
MOLISE,MIRCO FANIZZI,0
MOLISE,ANNUNZIATA FARASO,0
MOLISE,ENRICO FARINA,118
MOLISE,GIULIANA FARINARO,2
MOLISE,ASCENZA LOREDANA FASANO,4
MOLISE,ROSSELLA  FASULO,9
MOLISE,ANGELO FRANCESCO FAZZARI,0
MOLISE,ALESSIO FENIELLO,6
MOLISE,GIUSEPPE FERRANDINO,281
MOLISE,LAURA FERRARA,546
MOLISE,SARA FERRI,1368
MOLISE,ROBERTO FIORE,66
MOLISE,LUCIA FIRMANI,2
MOLISE,RAFFAELE FITTO,2392
MOLISE,EMMANUELA FLORINO,12
MOLISE,ELEONORA FORENZA,376
MOLISE,ALESSANDRO FUCITO,248
MOLISE,MARIO FURORE,249
MOLISE,ARNALDO GADOLA,29
MOLISE,FRANCESCO GALTIERI,45
MOLISE,ALFONSO GAMBARDELLA,5
MOLISE,CHIARA MARIA GEMMA,888
MOLISE,MARCELLO GEMMATO,518
MOLISE,ELENA GENTILE,289
MOLISE,ISABELLA GENTILE,20
MOLISE,STEFANIA GENTILE,9910
MOLISE,DANIELA GIANNINI,3
MOLISE,VINCENZO GIORDANO,5
MOLISE,VALENTINO GRANT,814
MOLISE,LUIGI GUBELLO,4
MOLISE,FRANCESCO ANTONIO IACUCCI,73
MOLISE,GIOVANNI IANNEI,1
MOLISE,ANTONIO ILARDI,4
MOLISE,VINCENZO IORIO,2
MOLISE,LEILA KECHOUD,58
MOLISE,GIUSEPPE LACICERCHIA,14
MOLISE,MARIA ROSARIA LAGROTTA,3
MOLISE,ANTONINO LAVEGLIA,1
MOLISE,FELICE LECCISO,1
MOLISE,ANTONELLA LELLA,128
MOLISE,VITTORIA LEONE,9
MOLISE,MARIA LETIZIA,7
MOLISE,ALESSANDRA LEUZZI,0
MOLISE,COSIMO LIMARDO,0
MOLISE,ANTONIO LUONGO,6
MOLISE,FEDERICA LUPI,11
MOLISE,GIORGIO MAGLIOCCA,111
MOLISE,LUCIA MANCIERO,5
MOLISE,SILVJA MANZI,29
MOLISE,LUCA MARIOTTO,2
MOLISE,ANNA MARRO,49
MOLISE,FULVIO MARTUSCIELLO,290
MOLISE,BARBARA MATERA,424
MOLISE,MARIO WALTER MAURO,2832
MOLISE,GERARDOVITOMARIA MAZZA,0
MOLISE,STELLA MELE,192
MOLISE,GIORGIA MELONI,2853
MOLISE,LUCIANO MONTICELLI,14
MOLISE,ALBERTO MONTORO,5
MOLISE,GIUSEPPE MORELLI,11
MOLISE,PALMO ANTONINO MOSAICO,5
MOLISE,ALBERTO MUSACCHIO,12
MOLISE,ALESSANDRA MUSSOLINI,775
MOLISE,CAIO GIULIO CESARE MUSSOLINI,447
MOLISE,ALESSANDRO MUSTILLO,205
MOLISE,LUIGI NAPOLITANO,531
MOLISE,PAOLA NATALICCHIO,44
MOLISE,GENNARO NENNA,1
MOLISE,DENIS DOMENICO NESCI,537
MOLISE,LUCIA ANITA NUCERA ,15
MOLISE,CATERINA ORONZO,2
MOLISE,SALVATORE PACELLA,4
MOLISE,CLAUDIA PAGLIARICCIO,50
MOLISE,IVANA PALIERI,1
MOLISE,MARCO PALLADINO,21
MOLISE,LUIGI PANDOLFI,35
MOLISE,ROBERTO PANO,96
MOLISE,MASSIMO PAOLUCCI,568
MOLISE,RAIMONDO PASQUINO,131
MOLISE,ALDO PATRICIELLO,12310
MOLISE,ANTONIETTA PECCHIA,224
MOLISE,GIUSEPPE PEDA',49
MOLISE,PIERNICOLA PEDICINI,1293
MOLISE,MARIANO PELUSO,124
MOLISE,MAURIZIO PENDENZA,12
MOLISE,PATRIZIA PERRONE,6
MOLISE,FRANCESCA PESCE,24
MOLISE,ANNA PETRONE,48
MOLISE,LUIGI ANTONIO PETRONI,2435
MOLISE,EDUARDO MARIA PICCIRILLI,85
MOLISE,LUCIA PICICCI,0
MOLISE,GIUSEPPINA PICIERNO,572
MOLISE,MICHELE PINASSI,2
MOLISE,ALFONSINO PISICCHIO,36
MOLISE,ANTONIO POCCHIA,1
MOLISE,FILOMENA POLLINZI,11
MOLISE,FRANCESCA ANASTASIA PORPIGLIA,53
MOLISE,GIUSEPPE PRENCIPE,1
MOLISE,FRANCA PULPITO,23
MOLISE,MARIANNA PUZO,4
MOLISE,MARIO QUAGLIERI,20
MOLISE,FRANCESCO QUARTARONE,0
MOLISE,GIANLUCA RANIERI,939
MOLISE,ANNA TONIA RAVICINI,3
MOLISE,CARMELA RESCIGNO,1062
MOLISE,MICHELA RESCIGNO,30
MOLISE,DANIELA RINALDINI,8
MOLISE,MARCO RIZZO,151
MOLISE,ERALDO RIZZUTI,40
MOLISE,FRANCO ROBERTI,1714
MOLISE,SALVATORE RONGHI,50
MOLISE,SIMONA RUSSO,98
MOLISE,VINCENZO SACCO,0
MOLISE,MATTEO SALVINI,10021
MOLISE,SIMONA SAPIGNOLI,91
MOLISE,INGRID SATTEL,2
MOLISE,LUCIA SBANO,3
MOLISE,ALESSANDRA SENATORE,56
MOLISE,NADIA SGRO,238
MOLISE,ALESSANDRA SICILIANO,23
MOLISE,SERGIO PAOLO FRANCESCO SILVESTRIS,57
MOLISE,VINCENZO SOFO,137
MOLISE,EMMANUELE SOMMA,3
MOLISE,CARMINE SPIAGGIA,18
MOLISE,CRISTINA SPINELLI,1
MOLISE,EMMA STAINE,451
MOLISE,INNOCENZA ANNA STARACE,4
MOLISE,SILVIA STEFANI,1
MOLISE,ELEONORA STOMEO,4
MOLISE,IVAN STOMEO,224
MOLISE,ROSARIA TALARICO,3
MOLISE,RAFFAELLA TANDOI,0
MOLISE,LAURA TERRANA,1
MOLISE,GIUSEPPINA TESORIERO,0
MOLISE,ANTONIO TISCI,63
MOLISE,LOREDANA TOMACIELLO,4
MOLISE,AURELIO TOMMASETTI,121
MOLISE,UGO TOZZI,50
MOLISE,EMANUELA TRIMARCHI,34
MOLISE,MICHELINA TUMMOLO,0
MOLISE,GIUSEPPE VENTURA,7
MOLISE,MARIANGELA VERARDI,36
MOLISE,MARIELLA VERDOLIVA,9
MOLISE,LUCREZIA VINCI,76
MOLISE,VALERIA VOTANO,6
MOLISE,LUCIA VUOLO,125
MOLISE,LUISANTONIO ZANIN,14
MOLISE,FELICE ZINGARELLI,3
MOLISE,MARGHERITA ANTONIA ZUMBO,1
PIEMONTE,GIORGIO AGNELLINI,17
PIEMONTE,FRANCESCO ALBERONI,526
PIEMONTE,PAOLO ALLI,126
PIEMONTE,MASSIMO AMATO,370
PIEMONTE,MONICA AMICI,27
PIEMONTE,HEIDI MONICA ANDREINA,566
PIEMONTE,ALBERTO ANGHILERI,15
PIEMONTE,GEORGIOS APOSTOLOU,22
PIEMONTE,GIANCARLO ARCHETTI,28
PIEMONTE,CIRO MASSIMO ARGENTINO,43
PIEMONTE,AMIR ATROUS,40
PIEMONTE,LUCA AVAGNINA,43
PIEMONTE,SILVIA CAMILLA AVAGNINA,39
PIEMONTE,CATERINA AVANZA,2700
PIEMONTE,CRISTINA BAGNOLI,123
PIEMONTE,DARIO BALOTTA,41
PIEMONTE,SALVATORE BARBAGALLO,384
PIEMONTE,GIOVANNI  BARBIERI,3
PIEMONTE,ILARIA BARBONETTI,102
PIEMONTE,SIMONA BARELLO,864
PIEMONTE,CRISTINA DIANA BARGU,52
PIEMONTE,ANNALISA BARONI,69
PIEMONTE,GIOVANNINA BASTONE,16
PIEMONTE,TIZIANA BEGHIN,5749
PIEMONTE,BRANDO MARIA BENIFEI,7481
PIEMONTE,LAURA BERGAMINI,130
PIEMONTE,MAURIZIO BERGER,34
PIEMONTE,SILVIO BERLUSCONI,39107
PIEMONTE,GIOVANNI BERRINO,166
PIEMONTE,MONICA BERSANETTI,235
PIEMONTE,ELISABETTA BERTA,26
PIEMONTE,MAURIZIA BERTONCINO,556
PIEMONTE,FABRIZIO BERTOT,4573
PIEMONTE,LAURA BIANCINI,6
PIEMONTE,SANDRA MARGARETTA ANNA BONANNI,10
PIEMONTE,SARA BONANNO,27
PIEMONTE,IGOR BONI,1029
PIEMONTE,UBALDO EMILIO BORCHI,81
PIEMONTE,PAUL STEPHEN BORILE,6
PIEMONTE,DAMIANO BORMOLINI,34
PIEMONTE,IVANA BORSOTTO,11163
PIEMONTE,CINZIA MARIA BOSSO,833
PIEMONTE,ANTONELLA BOTTARELLI,1
PIEMONTE,RONNI BOTTAZZI,8
PIEMONTE,MARIA GABRIELLA BRANCA,144
PIEMONTE,FABIO AARON BRANCOTTI,7
PIEMONTE,MERCEDES BRESSO,21292
PIEMONTE,ANNUNZIATA BRUNO,30
PIEMONTE,LORENZO CAFARCHIO,53
PIEMONTE,MARCO ANSELMO LUCA CALAMARI,32
PIEMONTE,STEFANIA CALCAGNO,77
PIEMONTE,ISABELLA CAMPANA,163
PIEMONTE,MARCO CAMPOMENOSI,480
PIEMONTE,DUILIO CANU,13
PIEMONTE,ALESSANDRA CAPPELLARI,381
PIEMONTE,ANTONIO CAPUTO,193
PIEMONTE,SERGIO CARU',6
PIEMONTE,ROSARIO  CARVELLI,52
PIEMONTE,EUGENIO CASALINO,1493
PIEMONTE,MARTA CASIRAGHI,467
PIEMONTE,CRISTINA CASSARIN,38
PIEMONTE,CRISTINA ELISA CATTAFESTA,138
PIEMONTE,DANTE CATTANEO,346
PIEMONTE,ALLEGRA MIRIAM CAVALLI,10
PIEMONTE,VALENTINA CERA,2081
PIEMONTE,CRISTIANO CERIELLO,152
PIEMONTE,SILVANA CESANI,34
PIEMONTE,MARINA CHIARELLI,2163
PIEMONTE,PAOLO CIANALINO,8
PIEMONTE,ANGELO CIOCCA,4909
PIEMONTE,ALESSANDRO CIOFINI,14
PIEMONTE,ELEONORA CIRANT,1197
PIEMONTE,MARCO CIURCINA,115
PIEMONTE,GIUSEPPE CIVATI,1732
PIEMONTE,NICOLA CLERICI,2746
PIEMONTE,PAOLA LETIZIA  COGGI,458
PIEMONTE,LARA COMI,3676
PIEMONTE,MARTINA COMPARELLI,151
PIEMONTE,CARMELA CORTESE,37
PIEMONTE,BENEDETTA GAIA COSMI,82
PIEMONTE,EDDA CROSA,541
PIEMONTE,PAOLO CROSIGNANI,100
PIEMONTE,GABRIELLA  D'AMATO,55
PIEMONTE,ELEONORA D'ANTONI,9
PIEMONTE,LUCA DAMIAN,4
PIEMONTE,MARIA ANGELA DANZI',2458
PIEMONTE,ANGELO DAVOLI,3
PIEMONTE,MARCO DE ANDREIS,76
PIEMONTE,ROSA DE MATTEIS,35
PIEMONTE,ANGELA  DE ROSA,556
PIEMONTE,BENEDETTO DELLA VEDOVA,2122
PIEMONTE,CHRISTIAN DI FEO,382
PIEMONTE,LUIGI DI LIBERTO,277
PIEMONTE,ALESSANDRO DI PIERRO,838
PIEMONTE,SIMONE DI STEFANO,1069
PIEMONTE,VERONICA DINI,90
PIEMONTE,FRANCESCA DRUETTI,772
PIEMONTE,PAOLA EVANGELISTI,16
PIEMONTE,ELEONORA EVI,1956
PIEMONTE,GIULIANO FACCANI,2559
PIEMONTE,GIOVANNI FARINA,135
PIEMONTE,ELISABETTA FATUZZO,82
PIEMONTE,ENRICO FEDRIGHINI,46
PIEMONTE,GIANMARIO LUIGI FERRAMONTI,8
PIEMONTE,ALESSANDRA FERRARA,72
PIEMONTE,SALVATORE FERRARA,3
PIEMONTE,MONICA FERRARIS,336
PIEMONTE,PAOLO FERRERO,2834
PIEMONTE,NOVELLA FERRINI,415
PIEMONTE,MARA FESTA,51
PIEMONTE,CARLO FIDANZA,1263
PIEMONTE,ANIELLO FIERRO,1357
PIEMONTE,DOMENICO FINIGUERRA,909
PIEMONTE,PIETRO FIOCCHI,1332
PIEMONTE,ROBERTO FIORE,252
PIEMONTE,LUCIA FIRMANI,7
PIEMONTE,ROBERTO FRECENTESE,7
PIEMONTE,FRANCESCA FRIGERIO,4
PIEMONTE,GIANNA GANCIA,11614
PIEMONTE,DANIELA  GARNERO SANTANCHE',1148
PIEMONTE,MARCO GHELLER,132
PIEMONTE,AGOSTINO GHIGLIA,1928
PIEMONTE,GIULIANA GHIONE,328
PIEMONTE,MARCO GHIRARDELLO,67
PIEMONTE,DANIELA GIANNINI,19
PIEMONTE,MARCELLA GILARDONI,702
PIEMONTE,CHIARA GIORDANO,146
PIEMONTE,ROBERTO POMPILIO GIUDICI,185
PIEMONTE,FRANCESCO GRAGLIA,1300
PIEMONTE,PIERO GRAGLIA,595
PIEMONTE,ELENA EVA MARIA  GRANDI,817
PIEMONTE,GIOVANNI GRASSO,10
PIEMONTE,MASSIMILIANO GRIMALDI,25
PIEMONTE,LUIGI GUBELLO,44
PIEMONTE,GRAZIANO GULLOTTA,92
PIEMONTE,ARAM GUREKIAN,7
PIEMONTE,MAURIZIO CARLO GIUSEPPE IMBIMBO,3
PIEMONTE,BARA INOUSSA,185
PIEMONTE,MARKUS JOHANNES KRIENKE,138
PIEMONTE,CRISTINA LAGANA',31
